time	major_opr	minor_opr	process_name	pid	tid	parent_pid	buffer_length	entropy_bit_based	entropy_byte_based	file_name	is_rename	is_delete	file_size	offset
133348557474706592	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474706428	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	4096	0.999541593496487	6.5403843842151	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2027072	2022976
133348557474706678	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474706649	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	24	0.9129992135852473	3.7661506484543557	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2027096	2027072
133348557474706891	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474706732	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	4096	0.9998892591499393	6.468243565289231	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2031192	2027096
133348557474706978	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474706948	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	24	0.9464220508835532	3.682817315121022	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2031216	2031192
133348557474707186	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474707018	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	4096	0.9854875317585164	7.418901699051094	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2031216	2031216
133348557474708095	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474707927	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	4096	0.9854875317585164	7.418901699051094	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2035312	2031216
133348557474708201	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474708172	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	24	0.9283620723948676	3.682817315121022	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2035336	2035312
133348557474708426	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474708256	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	4096	0.8978349053595074	5.5856223763050705	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2039432	2035336
133348557474708514	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474708484	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	24	0.9744894033980523	3.938721875540868	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2039456	2039432
133348557474708733	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474708570	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	4096	0.9887215268905236	6.684666762941335	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2043552	2039456
133348557474708818	IRP_MJ_LOCK_CONTROL	IRP_MJ_CLOSE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474708856	IRP_MJ_LOCK_CONTROL	IRP_MJ_CLOSE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474708985	IRP_MJ_LOCK_CONTROL	IRP_MJ_CREATE_NAMED_PIPE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474709012	IRP_MJ_LOCK_CONTROL	IRP_MJ_CLOSE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474709044	IRP_MJ_LOCK_CONTROL	IRP_MJ_CREATE_NAMED_PIPE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474709133	IRP_MJ_LOCK_CONTROL	IRP_MJ_CLOSE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474710203	IRP_MJ_LOCK_CONTROL	IRP_MJ_CREATE_NAMED_PIPE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474710241	IRP_MJ_LOCK_CONTROL	IRP_MJ_CREATE_NAMED_PIPE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474710309	IRP_MJ_LOCK_CONTROL	IRP_MJ_CLOSE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474710441	IRP_MJ_LOCK_CONTROL	IRP_MJ_CLOSE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474710702	IRP_MJ_LOCK_CONTROL	IRP_MJ_CREATE_NAMED_PIPE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474710749	IRP_MJ_LOCK_CONTROL	IRP_MJ_CREATE_NAMED_PIPE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474711392	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474711341	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	24	0.9129992135852473	3.682817315121022	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2043576	2043552
133348557474711644	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474711476	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	4096	0.9593495818682555	7.042042019427834	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2047672	2043576
133348557474711723	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474711696	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	24	0.8838226609360484	3.682817315121022	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2047696	2047672
133348557474711948	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474711780	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	4096	0.6094430369009973	3.377212010687105	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2051792	2047696
133348557474712029	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474712002	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	24	0.9421631690835511	3.7661506484543557	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2051816	2051792
133348557474712243	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474712085	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	4096	0.42742931193855443	2.283901996250167	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2055912	2051816
133348557474712322	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474712295	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	24	0.9505119944968938	3.6828173151210226	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2055936	2055912
133348557474712506	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474712375	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	4096	0.022568519278951916	0.06548310502352438	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2060032	2055936
133348557474712586	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474712559	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	24	0.9331343166407831	3.7661506484543557	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2060056	2060032
133348557474712793	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474712639	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	4096	0.9809738696398105	5.62113647318843	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2064152	2060056
133348557474712873	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474712846	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	24	0.9129992135852473	3.938721875540868	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2064176	2064152
133348557474713080	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474712929	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	4096	0.9171727894764246	5.188355711906973	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2068272	2064176
133348557474713143	IRP_MJ_LOCK_CONTROL	IRP_MJ_CLOSE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474713179	IRP_MJ_LOCK_CONTROL	IRP_MJ_CLOSE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474714529	IRP_MJ_LOCK_CONTROL	IRP_MJ_CREATE_NAMED_PIPE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474714564	IRP_MJ_LOCK_CONTROL	IRP_MJ_CLOSE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474714593	IRP_MJ_LOCK_CONTROL	IRP_MJ_CREATE_NAMED_PIPE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474714627	IRP_MJ_LOCK_CONTROL	IRP_MJ_CREATE_NAMED_PIPE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474714980	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474714944	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	24	0.9129992135852473	3.8553885422075345	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2068296	2068272
133348557474715183	IRP_MJ_QUERY_INFORMATION	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	0	0
133348557474715053	IRP_MJ_WRITE	OP_NOTHING	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	4096	0.022568519278951916	0.06548310502352438	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-wal	0	0	2072392	2068296
133348557474715230	IRP_MJ_LOCK_CONTROL	IRP_MJ_CLOSE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474715265	IRP_MJ_LOCK_CONTROL	IRP_MJ_CLOSE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474715440	IRP_MJ_LOCK_CONTROL	IRP_MJ_CREATE_NAMED_PIPE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
133348557474715465	IRP_MJ_LOCK_CONTROL	IRP_MJ_CLOSE	\Device\HarddiskVolume3\Windows\System32\svchost.exe	4908	4204	840	0	0	0	\Device\HarddiskVolume3\Users\gary\AppData\Local\ConnectedDevicesPlatform\L.gary\ActivitiesCache.db-shm	0	0	0	0
